300,99.57477456000001,93.02036283371442,106.1291862862856,30.5
600,126.9246195199999,116.8267927214369,137.0224463185629,30.5
900,142.8317641199999,130.7599902342562,154.9035380057435,30.5
1200,164.0273640000001,149.5345687504804,178.5201592495198,30.5
1500,182.8370032,166.2320169480383,199.4419894519617,30.5
1800,191.58155272,173.8361983965775,209.3269070434224,30.5
2100,200.8008407999999,182.6530652247708,218.9486163752291,30.5
2400,197.0489227599998,178.3908219037222,215.7070236162774,30.5
2700,213.16839644,192.0140318367418,234.3227610432583,30.5
3000,236.39707388,214.4584452177398,258.3357025422603,30.5
3300,244.3512103999999,221.0785704048066,267.6238503951932,30.5
3600,254.5730256000001,229.5446244745524,279.6014267254478,30.5
3900,255.6553804000001,229.158338390433,282.1524224095672,30.5
4200,266.7890147599999,238.953070223607,294.6249592963928,30.7232
4500,273.2107188,245.3986936359915,301.0227439640085,30.7232
4800,273.37878108,245.5143159696755,301.2432461903244,30.7232
5100,280.8883192,251.2923541680521,310.4842842319479,30.7232
5400,276.5193812799998,246.4659677845385,306.5727947754612,30.7232
5700,276.70398172,245.3328806170342,308.0750828229658,30.7232
6000,284.7454868000001,253.9600352664995,315.5309383335007,30.7232
6300,283.7106468000001,252.2569727219768,315.1643208780234,30.9414
6600,274.9022904,244.5484401778045,305.2561406221955,30.9414
6900,275.8021481200001,246.0279823204908,305.5763139195094,30.9414
7200,276.2430632000001,245.0708588313886,307.4152675686116,30.9414
7500,279.4011988,247.7472241551839,311.0551734448161,30.9414
7800,266.73037976,235.451188790391,298.009570729609,30.9414
8100,277.4580444000002,247.7770995223788,307.1389892776217,30.9414
8400,278.7618244,247.7434674536971,309.7801813463029,31.1498
8700,275.0866680000001,244.0800198847755,306.0933161152246,31.1498
9000,283.5633,250.1091515555178,317.0174484444822,31.1498
9300,296.4700768,262.4559058074935,330.4842477925065,31.1498
9600,295.5058624000004,261.5045030441207,329.5072217558802,31.1498
9900,290.3724084,255.7077667229076,325.0370500770924,31.1498
10200,284.4079270799999,249.8070400473607,319.0088141126391,31.1498
10500,275.3618875199999,242.083177294412,308.6405977455877,31.3436
10800,274.2789091999999,241.3785909382513,307.1792274617486,31.3436
11100,272.7381159999996,239.2430880864301,306.2331439135692,31.3436
11400,279.3527444000002,246.1495613798454,312.555927420155,31.3436
11700,279.3821316000001,246.8881920524194,311.8760711475808,31.3436
12000,276.2018288000002,242.9042034608843,309.4994541391161,31.3436
12300,277.4391971600001,245.1748777640339,309.7035165559664,31.3436
12600,279.4738087999999,247.8961798966224,311.0514377033773,31.5186
12900,261.2050815999999,229.7632214366563,292.6469417633435,31.5186
13200,245.2657299599999,212.7272018009992,277.8042581190006,31.5186
13500,250.6920768000001,218.3281226623626,283.0560309376375,31.5186
13800,246.7430739599999,214.5233139461737,278.9628339738262,31.5186
14100,244.4071142,211.2079610169139,277.6062673830861,31.5186
14400,242.29204024,209.1404972776519,275.4435832023481,31.5186
14700,242.6601896799999,209.2302632458977,276.0901161141021,31.6708
15000,243.0078057200002,209.4908781718509,276.5247332681495,31.6708
15300,250.081442,216.9470231159779,283.2158608840221,31.6708
15600,254.5057590799999,221.0574715009277,287.954046659072,31.6708
15900,261.3023315999999,226.8667424431258,295.737920756874,31.6708
16200,261.56080128,228.1512012254466,294.9704013345534,31.6708
16500,264.26646972,229.6015648513748,298.9313745886253,31.6708
16800,260.9254268000001,225.3234583229444,296.5273952770557,31.7969
17100,262.0609623999999,225.4058464205227,298.7160783794771,31.7969
17400,272.6646567999999,235.7036684985756,309.6256451014242,31.7969
17700,264.6350371999998,228.4833073779747,300.786767022025,31.7969
18000,271.0973753400002,235.8607631142941,306.3339875657063,31.7969
18300,271.0427896,236.4213987328222,305.6641804671778,31.7969
18600,260.1484939999999,225.6265338360432,294.6704541639566,31.7969
18900,257.0802291999999,222.7217421699166,291.4387162300832,31.894
19200,254.70314316,220.1019546856706,289.3043316343294,31.894
19500,260.3201652,225.9671013240364,294.6732290759637,31.894
19800,251.4384123999999,216.8980586840591,285.9787661159408,31.894
20100,253.7425376,218.7277476209592,288.7573275790408,31.894
20400,255.80715452,221.6955498542887,289.9187591857113,31.894
20700,249.86915524,215.724653336738,284.013657143262,31.894
21000,258.4652363999999,225.5155616222341,291.4149111777658,31.96
21300,250.9001512,218.1558889734816,283.6444134265184,31.96
21600,253.5866926400002,220.5398526131358,286.6335326668646,31.96
21900,254.0768492,222.6982802016304,285.4554181983696,31.96
22200,251.39581108,218.9611205569502,283.8305016030498,31.96
