300,99.57300756000004,93.01867709214447,106.1273380278556,30.531
600,127.19900392,117.1377764389226,137.2602314010774,30.563
900,142.07074212,129.9738891824919,154.167595057508,30.595
1200,163.1188059999999,148.6654235523849,177.572188447615,30.6278
1500,181.8356871999999,165.2746742503882,198.3967001496117,30.6597
1800,189.15395712,171.3907996964843,206.9171145435157,30.6914
2100,196.8359844000001,178.7403047239921,214.9316640760082,30.7231
2400,194.4527336000001,176.0979311437084,212.8075360562918,30.7556
2700,208.3690301199999,187.3765832180449,229.3614770219548,30.7871
3000,233.6590779999999,212.2087449018163,255.1094110981836,30.8184
3300,238.4033044,215.4309948849545,261.3756139150454,30.8505
3600,246.1156512,221.5419063735175,270.6893960264825,30.8815
3900,250.05535348,224.2992868207641,275.8114201392358,30.9124
4200,256.7772400000001,229.7120862387355,283.8423937612647,30.943
4500,261.7449968000003,234.6641462187632,288.8258473812373,30.9744
4800,263.2797634800001,236.4481043395495,290.1114226204507,31.0046
5100,267.4805584000002,239.067463177906,295.8936536220943,31.0346
5400,268.5926560799999,239.5925111243185,297.5928010356814,31.0653
5700,268.40145848,237.8676089487105,298.9353080112896,31.0948
6000,273.2005419999999,243.9220772546406,302.4790067453592,31.124
6300,269.7648920000001,239.8435745166259,299.6862094833743,31.1529
6600,257.6082568,228.4993824866979,286.7171311133021,31.1824
6900,257.13482816,228.5340875615918,285.7355687584081,31.2107
7200,256.9674464,227.3027020047965,286.6321907952035,31.2387
7500,255.31829072,224.6347073556264,286.0018740843736,31.2672
7800,249.1941892,219.9133974517133,278.4749809482866,31.2945
8100,257.1210176,228.325382788357,285.916652411643,31.3214
8400,259.0440581199999,229.8585153078059,288.2296009321939,31.348
8700,252.3663412,223.2712202907256,281.4614621092744,31.3749
9000,268.5677256000001,237.452376679771,299.6830745202291,31.4007
9300,277.7213255999999,245.8296840405103,309.6129671594895,31.426
9600,278.4580814799999,245.9238602660042,310.9923026939955,31.4517
9900,277.54743404,244.400929263356,310.693938816644,31.4761
10200,270.2139634399996,236.899821772077,303.5281051079223,31.5002
10500,262.3484883199998,231.2980015216782,293.3989751183215,31.5238
10800,256.902389,225.7502779794024,288.0545000205975,31.5475
11100,257.5477159200001,226.1504439453704,288.9449878946298,31.5702
11400,267.5155327999998,236.2114065188912,298.8196590811085,31.5923
11700,267.1044924400001,237.0390319032702,297.16995297673,31.6146
12000,263.7954819999998,232.3204145717827,295.270549428217,31.6357
12300,260.1146972000002,229.652264630555,290.5771297694454,31.6563
12600,260.6305247999999,230.4055212738144,290.8555283261854,31.6763
12900,252.14481224,222.0193471519582,282.2702773280419,31.6964
13200,239.559232,209.5160253494869,269.6024386505131,31.7154
13500,232.3391052400001,201.9947325965551,262.6834778834451,31.7338
13800,232.41665912,202.088649860296,262.7446683797039,31.7522
14100,237.6436088000001,206.5395313074166,268.7476862925835,31.7694
14400,232.095525,201.1626400685975,263.0284099314025,31.7861
14700,230.0380955200001,198.4317305439565,261.6444604960436,31.8022
15000,229.20033528,197.2838334650887,261.1168370949113,31.8182
15300,233.2839710799999,201.9519309675209,264.6160111924789,31.833
15600,239.3488396,208.4382458817087,270.2594333182913,31.8473
15900,246.7947056,214.7897267451009,278.7996844548991,31.8614
16200,252.3384568,221.1992565179267,283.4776570820732,31.8744
16500,252.2228218000002,219.6983828550462,284.7472607449541,31.8868
16800,248.9424304,215.3282473264081,282.556613473592,31.8985
17100,252.1054466400001,217.7234722649569,286.4874210150432,31.91
17400,250.5308875200003,214.6753282858824,286.3864467541183,31.9204
17700,254.3136872,220.8203710311228,287.8070033688773,31.9302
18000,254.407684,221.2612244789678,287.5541435210322,31.9397
18300,252.6144779999998,219.7962303763759,285.4327256236237,31.9481
18600,258.3412856,225.9058512959363,290.7767199040638,31.956
18900,244.21954976,212.173246584066,276.265852935934,31.9631
19200,243.93529104,211.433029917598,276.4375521624019,31.9698
19500,250.2720931999999,217.3482266797448,283.1959597202551,31.9756
19800,241.1978400000001,208.874130068492,273.5215499315082,31.9807
20100,239.9195332,206.3353857945965,273.5036806054035,31.9853
20400,239.6984159999998,207.8459594434557,271.5508725565439,31.989
20700,241.5364971599998,210.4804075409964,272.5925867790033,31.9921
21000,245.4773384,214.8938595898145,276.0608172101856,31.9945
21300,240.1905830400001,209.5243740292025,270.8567920507976,31.9962
21600,253.6070238,222.484567954214,284.7294796457859,31.9972
21900,245.0899535999999,215.0557629221347,275.1241442778651,31.9975
